model,precision,top1_%,top5_%,loss,params_M,size_MB
mobilenetv2,FP32,57.99558162689209,81.51498436927795,1.7545263767242432,2.480072,9.693723678588867
resnet18_tv,FP32,53.91363501548767,77.79748439788818,1.965943932533264,11.279112,43.0695603688558
vgg_style,FP32,51.81480646133423,75.88169574737549,2.0700058937072754,2.405288,9.20516586303711
alexnet_tv,FP32,32.88792073726654,58.21973085403442,2.993847608566284,57.82324,220.58328819274902
vgg_style_INT8,INT8,51.18874311447144,75.5200743675232,2.093930959701538,2.405288,2.3767032623291016
alexnet_tv_INT8,INT8,31.90320134162903,57.23748803138733,3.041804075241089,57.82324,55.33261299133301
