model_name,mode,epochs,best_val_top1,best_val_top5,final_val_top1,final_val_top5,best_val_loss,final_train_loss,fp32_top1,fp32_top5,fp32_loss,fp32_top1_top5_gap,int8_top1,int8_top5,int8_loss,int8_top1_top5_gap,quantization_drop_top1,fp32_size_mb,int8_size_mb,params_m,compression_ratio,param_efficiency_top1_per_m,macs,flops,fp32_latency_ms_per_image,fp32_throughput_img_per_s,int8_latency_ms_per_image,int8_throughput_img_per_s,avg_epoch_time_s,total_training_time_s,peak_gpu_mem_mb,avg_images_per_sec,avg_batch_time_s,avg_cpu_percent,avg_ram_used_mb,avg_gpu_power_w,avg_gpu_utilization_pct,avg_gpu_temp_c,total_gpu_energy_wh
mobilenetv2,fp32/qat/int8,26,57.48,81.03,56.57,80.21,2.4151587894439697,2.005240836404635,56.54877424240112,80.24269342422485,1.862057089805603,23.69391918182373,51.94066762924194,76.49750709533691,2.0391287803649902,24.55683946609497,4.60810661315918,28.753938674926758,3.0438594818115234,2.480072,9.446539449913809,23.17674648155376,25799936,51599872,0.5889652216807008,1697.8931237167956,0.5857625683769583,1707.176344112971,81.39863750782419,3870.417448759079,193.2529296875,1118.3769958904957,0.05789376778650371,20.476595744680846,6136.334441489362,65.7589524333022,6.859989192043231,44.92623233611335,69.73666516115641
