model_name,mode,epochs,best_val_top1,best_val_top5,final_val_top1,final_val_top5,best_val_loss,final_train_loss,fp32_top1,fp32_top5,fp32_loss,fp32_top1_top5_gap,int8_top1,int8_top5,int8_loss,int8_top1_top5_gap,quantization_drop_top1,fp32_size_mb,int8_size_mb,params_m,compression_ratio,param_efficiency_top1_per_m,macs,flops,fp32_latency_ms_per_image,fp32_throughput_img_per_s,int8_latency_ms_per_image,int8_throughput_img_per_s,avg_epoch_time_s,total_training_time_s,peak_gpu_mem_mb
alexnet_3x3_fc,fp32/qat/int8,23,34.13,59.69,32.8,58.87,3.391441272735596,3.043957104045331,32.75313377380371,58.85462164878845,3.0105209350585938,26.10148787498474,35.19866764545441,61.01022958755493,2.8744986057281494,25.811561942100525,-2.445533871650696,659.2582454681396,54.975664138793945,57.605128,11.99181957681762,0.5924819748686263,222281728,444563456,0.6861519446596502,1457.4031419469732,21.90913289934397,45.64306604895091,116.73573789103278,3816.452014684677,1121.35595703125
