model,precision,top1_%,top5_%,loss,params_M,size_MB
alexnet_final_fire_residual,FP32,49.793291091918945,74.80218410491943,2.131824254989624,0.698664,8.093656539916992
alexnet_final_bottleneck_residual,FP32,45.09960114955902,71.15118503570557,2.3387973308563232,0.571304,6.653960227966309
alexnet_final_depthwise_fire,FP32,43.45587491989136,69.02325749397278,2.443448305130005,0.474921,5.511262893676758
alexnet_final_bottleneck_fire,FP32,42.28608012199402,68.53951215744019,2.4907009601593018,0.506408,5.882781028747559
alexnet_final_fire_residual_INT8,INT8,49.20102655887604,74.38758611679077,2.1535587310791016,0.698664,0.7463092803955078
alexnet_final_bottleneck_residual_INT8,INT8,45.980674028396606,72.3289430141449,2.280573844909668,0.571304,0.6376895904541016
alexnet_final_bottleneck_fire_INT8,INT8,44.00103688240051,70.15194892883301,2.381650924682617,0.506408,0.5452156066894531
alexnet_final_depthwise_fire_INT8,INT8,42.78924763202667,68.95307302474976,2.452214002609253,0.474921,0.5093898773193359
