config,model_name,mode,epochs,best_val_top1,best_val_top5,final_val_top1,final_val_top5,best_val_loss,final_train_loss,fp32_top1,fp32_top5,fp32_loss,fp32_top1_top5_gap,int8_top1,int8_top5,int8_loss,int8_top1_top5_gap,quantization_drop_top1,fp32_size_mb,int8_size_mb,params_m,compression_ratio,param_efficiency_top1_per_m,macs,flops,fp32_latency_ms_per_image,fp32_throughput_img_per_s,int8_latency_ms_per_image,int8_throughput_img_per_s,avg_epoch_time_s,total_training_time_s,peak_gpu_mem_mb,avg_images_per_sec,avg_batch_time_s,avg_cpu_percent,avg_ram_used_mb,avg_gpu_power_w,avg_gpu_utilization_pct,avg_gpu_temp_c,total_gpu_energy_wh,fp32_gzip_mb,int8_gzip_mb,fp32_gzip_ratio,int8_gzip_ratio,epochs_used,epochs_budget,fp32_ece,fp32_bs1_latency_ms_per_image,fp32_bs1_throughput_img_per_s,fp32_cpu_latency_ms_per_image,fp32_cpu_throughput_img_per_s,fp32_cpu_bs1_latency_ms_per_image,int8_ece,int8_bs1_latency_ms_per_image,int8_bs1_throughput_img_per_s,qat_top1,qat_top5,qat_ece,qat_best_val_top1,qat_best_val_top5,qat_best_epoch,qat_epochs_used,qat_epochs_budget,qat_total_training_time_s,qat_total_gpu_energy_wh,agreement_fp32_qat,agreement_fp32_int8,layer_stats_path,fp32_gzip_compression_ratio,fp32_size_excludes_optimizer
"{'experiment': {'name': 'phase8', 'models': ['swin_pico_w8'], 'seed': 42, 'stages': ['fp32', 'qat', 'int8'], 'data': {'batch_size': 64, 'num_workers': 4, 'pin_memory': True, 'train_val_split': 0.9}, 'training': {'epochs': 1000, 'lr': 0.0005, 'weight_decay': 0.05, 'label_smoothing': 0.1, 'grad_clip_norm': 1.0, 'use_amp': True, 'early_stopping_patience': 50, 'warmup_epochs': 5, 'reset_scheduler_on_resume': True}, 'qat': {'epochs': 100, 'lr': 1e-05, 'weight_decay': 0.0005, 'freeze_bn_epoch': 3, 'disable_observer_epoch': 5}}, 'runtime': {'name': 'pcad', 'root': 'outputs/pcad', 'dataset_root': '${PCAD_DATASET_ROOT}', 'device': 'cuda', 'conda_env': 'alexnet_rafael', 'wandb': True, 'wandb_mode': 'offline', 'tensorboard': True, 'distributed': False, 'devices': 1, 'launcher': 'single', 'use_kagglehub_fallback': True, 'persistent_workers': True, 'benchmark_warmup': 100, 'quantized_engine': 'fbgemm'}, 'data': {'dataset_path': '/home/users/rsdsouza/.cache/kagglehub/datasets/akash2sharma/tiny-imagenet/versions/1/tiny-imagenet-200/train', 'img_size': 64, 'num_classes': 200, 'batch_size': 64, 'num_workers': 4, 'pin_memory': True, 'train_val_split': 0.9, 'seed': 42}, 'training': {'epochs': 1000, 'lr': 0.0005, 'weight_decay': 0.05, 'label_smoothing': 0.1, 'grad_clip_norm': 1.0, 'use_amp': True, 'early_stopping_patience': 50, 'warmup_epochs': 5, 'reset_scheduler_on_resume': True}, 'qat': {'epochs': 100, 'lr': 1e-05, 'weight_decay': 0.0005, 'freeze_bn_epoch': 3, 'disable_observer_epoch': 5}, 'selected_model': 'swin_pico_w8', 'stage_list': ['fp32', 'qat', 'int8']}",swin_pico_w8,fp32/qat/int8,99,36.75,63.42,33.11,60.41,inf,3.4291886048839237,36.74735724925995,63.505423069000244,2.754300355911255,26.758065819740295,36.99183166027069,63.92589211463928,2.7340714931488037,26.93406045436859,-0.2444744110107422,1.3842897415161133,0.8030691146850586,0.32378,1.7237491969280792,113.50299586138736,35347200,70694400,0.22311593480408193,4481.974812234276,0.9441443994641304,1059.160018920381,33.24531285680573,4839.189845323563,165.23828125,2708.2577941093678,0.023645314976391,8.531724137931038,4728.468292025862,81.72359648071127,14.474672639892072,43.89307675970559,109.42577409887113,0.382976320054796,0.5863018035888672,1.1342298665990818,1.3697196729897751,,,,,,,,,,,,,,,,,,,,,,,,,3.614557007905998,True
"{'experiment': {'name': 'large_scale', 'models': ['alexnet_tv'], 'seed': 42, 'stages': ['fp32', 'qat', 'int8'], 'data': {'batch_size': 64, 'num_workers': 4, 'pin_memory': True, 'train_val_split': 0.9}, 'training': {'epochs': 1000, 'lr': 0.0003, 'weight_decay': 0.0005, 'label_smoothing': 0.1, 'grad_clip_norm': None, 'use_amp': True, 'early_stopping_patience': 20}, 'qat': {'epochs': 100, 'lr': 1e-05, 'weight_decay': 0.0005, 'freeze_bn_epoch': 3, 'disable_observer_epoch': 5}}, 'runtime': {'name': 'pcad', 'root': 'outputs/pcad', 'dataset_root': '${PCAD_DATASET_ROOT}', 'device': 'cuda', 'conda_env': 'alexnet_rafael', 'wandb': True, 'wandb_mode': 'offline', 'tensorboard': True, 'distributed': False, 'devices': 1, 'launcher': 'single', 'use_kagglehub_fallback': True, 'persistent_workers': True, 'benchmark_warmup': 100, 'quantized_engine': 'fbgemm'}, 'data': {'dataset_path': '/home/users/rsdsouza/.cache/kagglehub/datasets/akash2sharma/tiny-imagenet/versions/1/tiny-imagenet-200/train', 'img_size': 64, 'num_classes': 200, 'batch_size': 64, 'num_workers': 4, 'pin_memory': True, 'train_val_split': 0.9, 'seed': 42}, 'training': {'epochs': 1000, 'lr': 0.0003, 'weight_decay': 0.0005, 'label_smoothing': 0.1, 'grad_clip_norm': None, 'use_amp': True, 'early_stopping_patience': 20}, 'qat': {'epochs': 100, 'lr': 1e-05, 'weight_decay': 0.0005, 'freeze_bn_epoch': 3, 'disable_observer_epoch': 5}, 'selected_model': 'alexnet_tv', 'stage_list': ['fp32', 'qat', 'int8']}",alexnet_tv,fp32/qat/int8,130,29.61,53.64,29.6,52.84,3.5790792324066163,3.7646535317894405,29.41688895225525,52.70955562591553,3.2548131942749023,23.29266667366028,29.144316911697388,52.479785680770874,3.260971784591675,23.335468769073486,0.27257204055786133,661.7541408538818,55.3337345123291,57.82324,11.959325476331877,0.5120778427497318,94868416,189736832,0.18728776448406279,5339.37709574773,0.3747922786045819,2668.144615260424,42.77841136155539,8072.545063495636,1125.04736328125,2239.6965859726433,0.030425612632685197,5.966225165562915,4283.630432533113,108.8052483765846,32.74436477117886,45.167446026453284,190.55069597171394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'experiment': {'name': 'large_scale', 'models': ['alexnet_smallkernel'], 'seed': 42, 'stages': ['fp32', 'qat', 'int8'], 'data': {'batch_size': 64, 'num_workers': 4, 'pin_memory': True, 'train_val_split': 0.9}, 'training': {'epochs': 1000, 'lr': 0.0003, 'weight_decay': 0.0005, 'label_smoothing': 0.1, 'grad_clip_norm': None, 'use_amp': True, 'early_stopping_patience': 20}, 'qat': {'epochs': 100, 'lr': 1e-05, 'weight_decay': 0.0005, 'freeze_bn_epoch': 3, 'disable_observer_epoch': 5}}, 'runtime': {'name': 'pcad', 'root': 'outputs/pcad', 'dataset_root': '${PCAD_DATASET_ROOT}', 'device': 'cuda', 'conda_env': 'alexnet_rafael', 'wandb': True, 'wandb_mode': 'offline', 'tensorboard': True, 'distributed': False, 'devices': 1, 'launcher': 'single', 'use_kagglehub_fallback': True, 'persistent_workers': True, 'benchmark_warmup': 100, 'quantized_engine': 'fbgemm'}, 'data': {'dataset_path': '/home/users/rsdsouza/.cache/kagglehub/datasets/akash2sharma/tiny-imagenet/versions/1/tiny-imagenet-200/train', 'img_size': 64, 'num_classes': 200, 'batch_size': 64, 'num_workers': 4, 'pin_memory': True, 'train_val_split': 0.9, 'seed': 42}, 'training': {'epochs': 1000, 'lr': 0.0003, 'weight_decay': 0.0005, 'label_smoothing': 0.1, 'grad_clip_norm': None, 'use_amp': True, 'early_stopping_patience': 20}, 'qat': {'epochs': 100, 'lr': 1e-05, 'weight_decay': 0.0005, 'freeze_bn_epoch': 3, 'disable_observer_epoch': 5}, 'selected_model': 'alexnet_smallkernel', 'stage_list': ['fp32', 'qat', 'int8']}",alexnet_smallkernel,fp32/qat/int8,141,48.99,73.45,47.8,72.31,2.89710980758667,2.6136465206593913,47.771912813186646,72.2509503364563,2.272172212600708,24.479037523269653,23.613423109054565,45.988765358924866,4.205036640167236,22.3753422498703,24.15848970413208,18.35332679748535,1.5618057250976562,1.602376,11.751350697819833,30.573348577362616,460179456,920358912,0.1293480121064931,7731.081318642091,1.8111190338153391,552.1448239066762,32.89810926531568,5395.9902193546295,205.7705078125,2739.2295755073865,0.023398370743467754,7.78641975308642,4407.130208333333,87.45630044744944,14.510942096625717,43.87602101632462,129.42183660932844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'experiment': {'name': 'large_scale', 'models': ['alexnet_final_bottleneck_fire'], 'seed': 42, 'stages': ['fp32', 'qat', 'int8'], 'data': {'batch_size': 64, 'num_workers': 4, 'pin_memory': True, 'train_val_split': 0.9}, 'training': {'epochs': 1000, 'lr': 0.0003, 'weight_decay': 0.0005, 'label_smoothing': 0.1, 'grad_clip_norm': None, 'use_amp': True, 'early_stopping_patience': 20}, 'qat': {'epochs': 100, 'lr': 1e-05, 'weight_decay': 0.0005, 'freeze_bn_epoch': 3, 'disable_observer_epoch': 5}}, 'runtime': {'name': 'pcad', 'root': 'outputs/pcad', 'dataset_root': '${PCAD_DATASET_ROOT}', 'device': 'cuda', 'conda_env': 'alexnet_rafael', 'wandb': True, 'wandb_mode': 'offline', 'tensorboard': True, 'distributed': False, 'devices': 1, 'launcher': 'single', 'use_kagglehub_fallback': True, 'persistent_workers': True, 'benchmark_warmup': 100, 'quantized_engine': 'fbgemm'}, 'data': {'dataset_path': '/home/users/rsdsouza/.cache/kagglehub/datasets/akash2sharma/tiny-imagenet/versions/1/tiny-imagenet-200/train', 'img_size': 64, 'num_classes': 200, 'batch_size': 64, 'num_workers': 4, 'pin_memory': True, 'train_val_split': 0.9, 'seed': 42}, 'training': {'epochs': 1000, 'lr': 0.001, 'weight_decay': 0.0005, 'label_smoothing': 0.1, 'grad_clip_norm': None, 'use_amp': True, 'early_stopping_patience': 20}, 'qat': {'epochs': 100, 'lr': 1e-05, 'weight_decay': 0.0005, 'freeze_bn_epoch': 3, 'disable_observer_epoch': 5}, 'selected_model': 'alexnet_final_bottleneck_fire', 'stage_list': ['fp32', 'qat', 'int8']}",alexnet_final_bottleneck_fire,fp32/qat/int8,146,49.81,74.5,49.3,74.27,2.778979429244995,2.662905282858934,49.205636978149414,74.2336630821228,2.165259838104248,25.02802610397339,49.7825026512146,74.8577892780304,2.1210803985595703,25.075286626815796,-0.5768656730651855,5.882292747497559,0.5461235046386719,0.506408,10.770993552803448,98.3594256014913,47282176,94564352,0.20799848553724587,4807.727313095902,0.27029489520937205,3699.662915296251,33.82551656226198,5674.70480799675,146.72412109375,2704.811181404877,0.024057977640300127,7.976047904191613,4506.29102732036,76.53642871016305,9.799952862798103,42.0859600023454,119.80313576176668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'experiment': {'name': 'phase9_fire_bypass_large_scale', 'models': ['alexnet_fire_bypass'], 'seed': 42, 'stages': ['fp32', 'qat', 'int8'], 'data': {'batch_size': 64, 'num_workers': 4, 'pin_memory': True, 'train_val_split': 0.9}, 'training': {'epochs': 1000, 'lr': 0.0003, 'weight_decay': 0.0005, 'label_smoothing': 0.1, 'grad_clip_norm': None, 'use_amp': True, 'early_stopping_patience': 20}, 'qat': {'epochs': 100, 'lr': 1e-05, 'weight_decay': 0.0005, 'freeze_bn_epoch': 3, 'disable_observer_epoch': 5}}, 'runtime': {'name': 'pcad', 'root': 'outputs/pcad', 'dataset_root': '${PCAD_DATASET_ROOT}', 'device': 'cuda', 'conda_env': 'alexnet_rafael', 'wandb': True, 'wandb_mode': 'offline', 'tensorboard': True, 'distributed': False, 'devices': 1, 'launcher': 'single', 'use_kagglehub_fallback': True, 'persistent_workers': True, 'benchmark_warmup': 100, 'quantized_engine': 'fbgemm'}, 'data': {'dataset_path': '/home/users/rsdsouza/.cache/kagglehub/datasets/akash2sharma/tiny-imagenet/versions/1/tiny-imagenet-200/train', 'img_size': 64, 'num_classes': 200, 'batch_size': 64, 'num_workers': 4, 'pin_memory': True, 'train_val_split': 0.9, 'seed': 42}, 'training': {'epochs': 1000, 'lr': 0.001, 'weight_decay': 0.0005, 'label_smoothing': 0.1, 'grad_clip_norm': None, 'use_amp': True, 'early_stopping_patience': 20, 'warmup_epochs': 0}, 'qat': {'epochs': 100, 'lr': 1e-05, 'weight_decay': 0.0005, 'freeze_bn_epoch': 3, 'disable_observer_epoch': 5}, 'selected_model': 'alexnet_fire_bypass', 'stage_list': ['fp32', 'qat', 'int8']}",alexnet_fire_bypass,fp32/qat/int8,152,50.46,74.78,49.07,73.93,2.8077376361846924,2.6568840584409017,50.5710244178772,74.8999834060669,2.121025800704956,24.328958988189697,49.86463785171509,74.56404566764832,2.138960838317871,24.699407815933228,0.7063865661621094,2.008546829223633,0.5543060302734375,0.516152,3.6235341481542656,97.761899595468,177670144,355340288,0.20052162231877446,4986.993364786736,0.8094956804066897,1235.3370428086796,34.04457764956303,5918.036756038666,402.37353515625,2650.33249909886,0.024213782112064743,8.003468208092489,5230.036217485549,94.00571133388155,18.384934236423888,44.05054254967254,153.66138185616867,1.8492469787597656,0.46994686126708984,1.0981746858843273,1.179507888995992,,,,,,,,,,,,,,,,,,,,,,,,,1.0861430908329535,True
"{'experiment': {'name': 'large_scale', 'models': ['alexnet_fire'], 'seed': 42, 'stages': ['fp32', 'qat', 'int8'], 'data': {'batch_size': 64, 'num_workers': 4, 'pin_memory': True, 'train_val_split': 0.9}, 'training': {'epochs': 1000, 'lr': 0.0003, 'weight_decay': 0.0005, 'label_smoothing': 0.1, 'grad_clip_norm': None, 'use_amp': True, 'early_stopping_patience': 20}, 'qat': {'epochs': 100, 'lr': 1e-05, 'weight_decay': 0.0005, 'freeze_bn_epoch': 3, 'disable_observer_epoch': 5}}, 'runtime': {'name': 'pcad', 'root': 'outputs/pcad', 'dataset_root': '${PCAD_DATASET_ROOT}', 'device': 'cuda', 'conda_env': 'alexnet_rafael', 'wandb': True, 'wandb_mode': 'offline', 'tensorboard': True, 'distributed': False, 'devices': 1, 'launcher': 'single', 'use_kagglehub_fallback': True, 'persistent_workers': True, 'benchmark_warmup': 100, 'quantized_engine': 'fbgemm'}, 'data': {'dataset_path': '/home/users/rsdsouza/.cache/kagglehub/datasets/akash2sharma/tiny-imagenet/versions/1/tiny-imagenet-200/train', 'img_size': 64, 'num_classes': 200, 'batch_size': 64, 'num_workers': 4, 'pin_memory': True, 'train_val_split': 0.9, 'seed': 42}, 'training': {'epochs': 1000, 'lr': 0.001, 'weight_decay': 0.0005, 'label_smoothing': 0.1, 'grad_clip_norm': None, 'use_amp': True, 'early_stopping_patience': 20}, 'qat': {'epochs': 100, 'lr': 1e-05, 'weight_decay': 0.0005, 'freeze_bn_epoch': 3, 'disable_observer_epoch': 5}, 'selected_model': 'alexnet_fire', 'stage_list': ['fp32', 'qat', 'int8']}",alexnet_fire,fp32/qat/int8,174,51.23,75.33,50.66,74.84,2.763156937789917,2.5978995846481108,50.58884024620056,74.85660314559937,2.10756778717041,24.267762899398804,50.55211782455444,74.82606172561646,2.1264138221740723,24.27394390106201,0.036722421646118164,5.989412307739258,0.5532283782958984,0.516152,10.826292617505198,99.25370820998464,177670144,355340288,0.30900992807000877,3236.1419784979907,1.1700896545313297,854.6353658690728,66.09965280263852,12938.562705993652,401.9462890625,1393.4902739242552,0.047012555336158245,22.361538461538462,6217.007411858975,70.19530363997094,9.126842898175076,44.98384727125508,249.94980879273373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'experiment': {'name': 'large_scale', 'models': ['alexnet_depthwisesep'], 'seed': 42, 'stages': ['fp32', 'qat', 'int8'], 'data': {'batch_size': 64, 'num_workers': 4, 'pin_memory': True, 'train_val_split': 0.9}, 'training': {'epochs': 1000, 'lr': 0.0003, 'weight_decay': 0.0005, 'label_smoothing': 0.1, 'grad_clip_norm': None, 'use_amp': True, 'early_stopping_patience': 20}, 'qat': {'epochs': 100, 'lr': 1e-05, 'weight_decay': 0.0005, 'freeze_bn_epoch': 3, 'disable_observer_epoch': 5}}, 'runtime': {'name': 'pcad', 'root': 'outputs/pcad', 'dataset_root': '${PCAD_DATASET_ROOT}', 'device': 'cuda', 'conda_env': 'alexnet_rafael', 'wandb': True, 'wandb_mode': 'offline', 'tensorboard': True, 'distributed': False, 'devices': 1, 'launcher': 'single', 'use_kagglehub_fallback': True, 'persistent_workers': True, 'benchmark_warmup': 100, 'quantized_engine': 'fbgemm'}, 'data': {'dataset_path': '/home/users/rsdsouza/.cache/kagglehub/datasets/akash2sharma/tiny-imagenet/versions/1/tiny-imagenet-200/train', 'img_size': 64, 'num_classes': 200, 'batch_size': 64, 'num_workers': 4, 'pin_memory': True, 'train_val_split': 0.9, 'seed': 42}, 'training': {'epochs': 1000, 'lr': 0.001, 'weight_decay': 0.0005, 'label_smoothing': 0.1, 'grad_clip_norm': None, 'use_amp': True, 'early_stopping_patience': 20}, 'qat': {'epochs': 100, 'lr': 1e-05, 'weight_decay': 0.0005, 'freeze_bn_epoch': 3, 'disable_observer_epoch': 5}, 'selected_model': 'alexnet_depthwisesep', 'stage_list': ['fp32', 'qat', 'int8']}",alexnet_depthwisesep,fp32/qat/int8,197,45.28,69.07,45.04,69.47,3.017268035888672,2.92980546547712,44.861289858818054,69.41173672676086,2.400704860687256,24.55044686794281,41.05616807937622,66.1536157131195,2.6026878356933594,25.097447633743286,3.8051217794418335,3.6537113189697266,0.3996391296386719,0.313641,9.142526464496052,144.36888034408767,19758080,39516160,0.1928720842115581,5184.783500877799,0.17465459913946688,5725.586414140004,39.36742804356671,8624.2579267025,123.42822265625,2439.210770209894,0.02799959320310577,6.997706422018348,4641.195760464449,71.63173650258462,5.210092411342654,40.80499755004859,169.6638824345941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'experiment': {'name': 'large_scale', 'models': ['alexnet_bottleneck'], 'seed': 42, 'stages': ['fp32', 'qat', 'int8'], 'data': {'batch_size': 64, 'num_workers': 4, 'pin_memory': True, 'train_val_split': 0.9}, 'training': {'epochs': 1000, 'lr': 0.0003, 'weight_decay': 0.0005, 'label_smoothing': 0.1, 'grad_clip_norm': None, 'use_amp': True, 'early_stopping_patience': 20}, 'qat': {'epochs': 100, 'lr': 1e-05, 'weight_decay': 0.0005, 'freeze_bn_epoch': 3, 'disable_observer_epoch': 5}}, 'runtime': {'name': 'pcad', 'root': 'outputs/pcad', 'dataset_root': '${PCAD_DATASET_ROOT}', 'device': 'cuda', 'conda_env': 'alexnet_rafael', 'wandb': True, 'wandb_mode': 'offline', 'tensorboard': True, 'distributed': False, 'devices': 1, 'launcher': 'single', 'use_kagglehub_fallback': True, 'persistent_workers': True, 'benchmark_warmup': 100, 'quantized_engine': 'fbgemm'}, 'data': {'dataset_path': '/home/users/rsdsouza/.cache/kagglehub/datasets/akash2sharma/tiny-imagenet/versions/1/tiny-imagenet-200/train', 'img_size': 64, 'num_classes': 200, 'batch_size': 64, 'num_workers': 4, 'pin_memory': True, 'train_val_split': 0.9, 'seed': 42}, 'training': {'epochs': 1000, 'lr': 0.001, 'weight_decay': 0.0005, 'label_smoothing': 0.1, 'grad_clip_norm': None, 'use_amp': True, 'early_stopping_patience': 20}, 'qat': {'epochs': 100, 'lr': 1e-05, 'weight_decay': 0.0005, 'freeze_bn_epoch': 3, 'disable_observer_epoch': 5}, 'selected_model': 'alexnet_bottleneck', 'stage_list': ['fp32', 'qat', 'int8']}",alexnet_bottleneck,fp32/qat/int8,212,48.92,74.2,48.51,73.68,2.796834270477295,2.655550553144127,48.465678095817566,73.63600730895996,2.189218044281006,25.170329213142395,49.188002943992615,74.40846562385559,2.144822120666504,25.220462679862976,-0.7223248481750488,4.4917449951171875,0.43222999572753906,0.385,10.392025170665407,127.06493506493507,39512064,79024128,0.15335510047152637,6520.813438387536,0.2389745382592082,4184.546216866549,40.86121127840787,9667.294445991516,146.8251953125,2325.6993390464354,0.02906202793627872,7.27296137339056,5102.904087312232,56.438100894366464,7.324946249393297,37.47601217272479,148.46593137954395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'experiment': {'seed': 42, 'uniform_hparams': True, 'stages': ['fp32', 'qat', 'int8'], 'training': {'epochs': 500, 'early_stopping_patience': None}, 'qat': {'epochs': 100}, 'name': 'phase_11_kernel_size_comparison', 'models': ['alexnet_tv_3x3']}, 'runtime': {'name': 'pcad', 'root': 'outputs/pcad', 'dataset_root': '${PCAD_DATASET_ROOT}', 'device': 'cuda', 'conda_env': 'alexnet_rafael', 'wandb': True, 'wandb_mode': 'offline', 'tensorboard': True, 'distributed': False, 'devices': 1, 'launcher': 'single', 'use_kagglehub_fallback': True, 'persistent_workers': True, 'benchmark_warmup': 100, 'quantized_engine': 'fbgemm'}, 'data': {'dataset_path': '/home/users/rsdsouza/.cache/kagglehub/datasets/akash2sharma/tiny-imagenet/versions/1/tiny-imagenet-200/train', 'img_size': 64, 'num_classes': 200, 'batch_size': 64, 'num_workers': 4, 'pin_memory': True, 'train_val_split': 0.9, 'seed': 42}, 'training': {'epochs': 500, 'lr': 0.0003, 'weight_decay': 0.0005, 'label_smoothing': 0.1, 'grad_clip_norm': None, 'use_amp': True, 'early_stopping_patience': None, 'warmup_epochs': 0, 'reset_scheduler_on_resume': False}, 'qat': {'epochs': 100, 'lr': 1e-05, 'weight_decay': 0.0005, 'freeze_bn_epoch': 3, 'disable_observer_epoch': 5}, 'qat_wino': {'epochs': 15, 'lr': 5e-05, 'weight_decay': 0.0005, 'freeze_bn_epoch': 999, 'disable_observer_epoch': 999}, 'selected_model': 'alexnet_tv_3x3', 'stage_list': ['fp32', 'qat', 'int8'], 'provenance': {'git_hash': '4e91e778d30b8d477b218b96a53f9bbf1098f508', 'git_dirty': True, 'hostname': 'tupi4', 'timestamp_utc': '2026-09-13T22:26:09.361816+00:00', 'torch_version': '2.5.1+cu121', 'torchvision_version': '0.20.1+cu121', 'cuda_version': '12.1', 'cudnn_version': 90100, 'gpu_name': 'NVIDIA GeForce RTX 4090', 'python_version': '3.11.2', 'cpu_count': 32, 'slurm_job_id': '821244'}}",alexnet_tv_3x3,fp32/qat/int8,395,24.94,48.5,24.48,48.12,3.8130943702697753,3.391125879450509,24.837467074394226,48.46845269203186,3.4768178462982178,23.630985617637634,23.12873899936676,46.35118246078491,3.569880247116089,23.222443461418152,1.7087280750274658,219.75125694274902,55.125871658325195,57.605128,3.9863543256927683,0.43294756675134893,80449792,160899584,0.1346391323953867,7427.261169979614,0.32230043001472947,3102.695208797267,42.40037222492148,27306.591270184144,1121.13720703125,2223.042024025646,0.030284234419435927,5.890999999999998,5775.25278125,122.6339646196188,30.098805731464214,46.10595464483704,707.1990417917167,204.76455783843994,44.269981384277344,1.073189907777564,1.2452201228596713,500.0,500.0,0.012228869375959036,1.3852288722991943,721.9023657370108,0.5668770857155323,1764.0508413526093,6.450711399316788,0.01021146237924695,1.9855673778802156,503.63438236359235,23.60164374113083,46.505725383758545,0.012460605824738739,23.74,46.6,38.0,100.0,100.0,5035.454049888998,152.79402440168252,0.633,0.6349,/home/users/rsdsouza/dnn_study/outputs/pcad/phase_11_kernel_size_comparison/alexnet_tv_3x3/results/alexnet_tv_3x3_layer_stats.json,,
"{'experiment': {'seed': 42, 'uniform_hparams': True, 'stages': ['fp32', 'qat', 'int8'], 'training': {'epochs': 500, 'early_stopping_patience': None}, 'qat': {'epochs': 100}, 'name': 'phase_11_kernel_size_comparison', 'models': ['alexnet_tv_scratch']}, 'runtime': {'name': 'pcad', 'root': 'outputs/pcad', 'dataset_root': '${PCAD_DATASET_ROOT}', 'device': 'cuda', 'conda_env': 'alexnet_rafael', 'wandb': True, 'wandb_mode': 'offline', 'tensorboard': True, 'distributed': False, 'devices': 1, 'launcher': 'single', 'use_kagglehub_fallback': True, 'persistent_workers': True, 'benchmark_warmup': 100, 'quantized_engine': 'fbgemm'}, 'data': {'dataset_path': '/home/users/rsdsouza/.cache/kagglehub/datasets/akash2sharma/tiny-imagenet/versions/1/tiny-imagenet-200/train', 'img_size': 64, 'num_classes': 200, 'batch_size': 64, 'num_workers': 4, 'pin_memory': True, 'train_val_split': 0.9, 'seed': 42}, 'training': {'epochs': 500, 'lr': 0.0003, 'weight_decay': 0.0005, 'label_smoothing': 0.1, 'grad_clip_norm': None, 'use_amp': True, 'early_stopping_patience': None, 'warmup_epochs': 0, 'reset_scheduler_on_resume': False}, 'qat': {'epochs': 100, 'lr': 1e-05, 'weight_decay': 0.0005, 'freeze_bn_epoch': 3, 'disable_observer_epoch': 5}, 'qat_wino': {'epochs': 15, 'lr': 5e-05, 'weight_decay': 0.0005, 'freeze_bn_epoch': 999, 'disable_observer_epoch': 999}, 'selected_model': 'alexnet_tv_scratch', 'stage_list': ['fp32', 'qat', 'int8'], 'provenance': {'git_hash': '4e91e778d30b8d477b218b96a53f9bbf1098f508', 'git_dirty': False, 'hostname': 'tupi2', 'timestamp_utc': '2026-09-13T22:26:08.702474+00:00', 'torch_version': '2.5.1+cu121', 'torchvision_version': '0.20.1+cu121', 'cuda_version': '12.1', 'cudnn_version': 90100, 'gpu_name': 'NVIDIA GeForce RTX 4090', 'python_version': '3.11.2', 'cpu_count': 16, 'slurm_job_id': '821243'}}",alexnet_tv_scratch,fp32/qat/int8,424,27.63,52.28,27.29,52.12,3.656155508041382,3.3203455642141284,27.505391836166382,52.28195786476135,3.297416925430298,24.77656602859497,22.909969091415405,46.71506881713867,3.5429255962371826,23.805099725723267,4.595422744750977,220.58328819274902,55.33408546447754,57.82324,3.9863907813992054,0.47783555539260686,94868416,189736832,0.2594127842225134,3854.8601334244263,0.7857449640985579,1272.677580755793,83.78379965603538,49512.863134217914,1124.06298828125,1107.3225625770249,0.05959018467712325,15.717400000000003,4662.0336640625,84.02836429624887,15.849464579956695,30.172037372512257,969.716707476558,205.31076908111572,45.19723987579346,1.0743873260033394,1.2242801909262855,500.0,500.0,0.029408297051489347,1.9507832368835807,512.6146160644286,1.576885198429227,634.1615743467717,8.852446377743036,0.029751650631427772,6.23842426110059,160.2968887889614,23.546940088272095,46.456679701805115,0.03641791497841476,23.62,46.53,65.0,100.0,100.0,12114.751727952156,241.1665612148632,0.4879,0.4759,/home/users/rsdsouza/dnn_study/outputs/pcad/phase_11_kernel_size_comparison/alexnet_tv_scratch/results/alexnet_tv_scratch_layer_stats.json,,
