device,kernel_size,in_ch,out_ch,batch_size,input_resolution,precision,groups_mode,latency_median_ms,latency_mean_ms,latency_std_ms,n,cudnn_kernel_name
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,16.0,16.0,1.0,64.0,fp32,depthwise,0.010894536972045898,0.010894536972045898,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,16.0,16.0,1.0,64.0,fp32_cpu,dense,0.08514046669006348,0.08514046669006348,,1,
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,16.0,16.0,1.0,64.0,fp32_cpu,depthwise,0.09687185287475586,0.09687185287475586,,1,
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,16.0,16.0,1.0,64.0,int8,dense,0.09760856628417969,0.09760856628417969,,1,
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,16.0,16.0,1.0,64.0,int8,depthwise,0.14562606811523438,0.14562606811523438,,1,
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,16.0,16.0,1.0,128.0,fp32,dense,0.040575265884399414,0.040575265884399414,,1,_5x_cudnn_ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,16.0,16.0,1.0,128.0,fp32,depthwise,0.01421213150024414,0.01421213150024414,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,16.0,16.0,8.0,64.0,fp32,dense,0.04142642021179199,0.04142642021179199,,1,_5x_cudnn_ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,16.0,16.0,8.0,64.0,fp32,depthwise,0.027112960815429688,0.027112960815429688,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,16.0,16.0,8.0,128.0,fp32,dense,0.15036821365356445,0.15036821365356445,,1,_5x_cudnn_ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,16.0,16.0,8.0,128.0,fp32,depthwise,0.10290861129760742,0.10290861129760742,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,16.0,16.0,64.0,64.0,fp32,dense,0.3037285804748535,0.3037285804748535,,1,_5x_cudnn_ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,16.0,16.0,64.0,64.0,fp32,depthwise,0.21062850952148438,0.21062850952148438,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,16.0,16.0,64.0,128.0,fp32,dense,1.6616809368133545,1.6616809368133545,,1,_5x_cudnn_ampere_scudnn_128x32_relu_small_nn_v1
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,16.0,16.0,64.0,128.0,fp32,depthwise,0.940319299697876,0.940319299697876,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,32.0,32.0,1.0,64.0,fp32,dense,0.014983415603637695,0.014983415603637695,,1,_5x_cudnn_ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,32.0,32.0,1.0,64.0,fp32,depthwise,0.010988712310791016,0.010988712310791016,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,32.0,32.0,1.0,64.0,fp32_cpu,dense,0.20048737525939941,0.20048737525939941,,1,
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,32.0,32.0,1.0,64.0,fp32_cpu,depthwise,0.08131861686706543,0.08131861686706543,,1,
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,32.0,32.0,1.0,64.0,int8,dense,0.19405126571655273,0.19405126571655273,,1,
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,32.0,32.0,1.0,64.0,int8,depthwise,0.14758944511413574,0.14758944511413574,,1,
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,32.0,32.0,1.0,128.0,fp32,dense,0.035120248794555664,0.035120248794555664,,1,_5x_cudnn_ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,32.0,32.0,1.0,128.0,fp32,depthwise,0.02713799476623535,0.02713799476623535,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,32.0,32.0,8.0,64.0,fp32,dense,0.061060190200805664,0.061060190200805664,,1,_5x_cudnn_ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,32.0,32.0,8.0,64.0,fp32,depthwise,0.05244851112365723,0.05244851112365723,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,32.0,32.0,8.0,128.0,fp32,dense,0.22702336311340332,0.22702336311340332,,1,_5x_cudnn_ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,32.0,32.0,8.0,128.0,fp32,depthwise,0.23306965827941895,0.23306965827941895,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,32.0,32.0,64.0,64.0,fp32,dense,0.8397376537322998,0.8397376537322998,,1,_5x_cudnn_ampere_scudnn_128x32_relu_small_nn_v1
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,32.0,32.0,64.0,64.0,fp32,depthwise,0.47499895095825195,0.47499895095825195,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,32.0,32.0,64.0,128.0,fp32,dense,3.419673442840576,3.419673442840576,,1,_5x_cudnn_ampere_scudnn_128x32_relu_small_nn_v1
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,32.0,32.0,64.0,128.0,fp32,depthwise,1.8629491329193115,1.8629491329193115,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,64.0,64.0,1.0,64.0,fp32,dense,0.03185749053955078,0.03185749053955078,,1,_5x_cudnn_ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,64.0,64.0,1.0,64.0,fp32,depthwise,0.014903545379638672,0.014903545379638672,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,64.0,64.0,1.0,64.0,fp32_cpu,dense,0.6549084186553955,0.6549084186553955,,1,
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,64.0,64.0,1.0,64.0,fp32_cpu,depthwise,0.10507583618164062,0.10507583618164062,,1,
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,64.0,64.0,1.0,64.0,int8,dense,0.5843424797058105,0.5843424797058105,,1,
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,64.0,64.0,1.0,64.0,int8,depthwise,0.18282771110534668,0.18282771110534668,,1,
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,64.0,64.0,1.0,128.0,fp32,dense,0.09948849678039551,0.09948849678039551,,1,_5x_cudnn_ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,64.0,64.0,1.0,128.0,fp32,depthwise,0.057767629623413086,0.057767629623413086,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,64.0,64.0,8.0,64.0,fp32,dense,0.21399140357971191,0.21399140357971191,,1,_5x_cudnn_ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,64.0,64.0,8.0,64.0,fp32,depthwise,0.11619448661804199,0.11619448661804199,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,64.0,64.0,8.0,128.0,fp32,dense,0.9379851818084717,0.9379851818084717,,1,_5x_cudnn_ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,64.0,64.0,8.0,128.0,fp32,depthwise,0.4745137691497803,0.4745137691497803,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,64.0,64.0,64.0,64.0,fp32,dense,2.188822031021118,2.188822031021118,,1,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,64.0,64.0,64.0,64.0,fp32,depthwise,0.9292113780975342,0.9292113780975342,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,64.0,64.0,64.0,128.0,fp32,dense,8.830080032348633,8.830080032348633,,1,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,64.0,64.0,64.0,128.0,fp32,depthwise,3.7874162197113037,3.7874162197113037,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,128.0,128.0,1.0,64.0,fp32,dense,0.10219454765319824,0.10219454765319824,,1,_5x_cudnn_ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,128.0,128.0,1.0,64.0,fp32,depthwise,0.027555227279663086,0.027555227279663086,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,128.0,128.0,1.0,64.0,fp32_cpu,dense,2.6241815090179443,2.6241815090179443,,1,
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,128.0,128.0,1.0,64.0,fp32_cpu,depthwise,0.15361666679382324,0.15361666679382324,,1,
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,128.0,128.0,1.0,64.0,int8,dense,2.1387434005737305,2.1387434005737305,,1,
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,128.0,128.0,1.0,64.0,int8,depthwise,0.2501404285430908,0.2501404285430908,,1,
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,128.0,128.0,1.0,128.0,fp32,dense,0.4050886631011963,0.4050886631011963,,1,sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x32_stage3_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,128.0,128.0,1.0,128.0,fp32,depthwise,0.10251760482788086,0.10251760482788086,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,128.0,128.0,8.0,64.0,fp32,dense,0.8100771903991699,0.8100771903991699,,1,sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage3_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,128.0,128.0,8.0,64.0,fp32,depthwise,0.20415425300598145,0.20415425300598145,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,128.0,128.0,8.0,128.0,fp32,dense,3.333275318145752,3.333275318145752,,1,sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x32_stage3_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,128.0,128.0,8.0,128.0,fp32,depthwise,0.9389078617095947,0.9389078617095947,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,128.0,128.0,64.0,64.0,fp32,dense,6.468369960784912,6.468369960784912,,1,sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage3_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,128.0,128.0,64.0,64.0,fp32,depthwise,1.8709564208984375,1.8709564208984375,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,128.0,128.0,64.0,128.0,fp32,dense,26.647648811340332,26.647648811340332,,1,sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x32_stage3_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,3.0,128.0,128.0,64.0,128.0,fp32,depthwise,7.591114044189453,7.591114044189453,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<3, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,5.0,16.0,16.0,1.0,64.0,fp32,dense,0.04780769348144531,0.04780769348144531,,1,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s1688fprop_optimized_tf32_64x64_32x5_nhwc_align4>(cutlass_tensorop_s1688fprop_optimized_tf32_64x64_32x5_nhwc_align4::Params)
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,5.0,16.0,16.0,1.0,64.0,fp32,depthwise,0.012774467468261719,0.012774467468261719,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<5, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,5.0,16.0,16.0,1.0,64.0,fp32_cpu,dense,0.1548302173614502,0.1548302173614502,,1,
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,5.0,16.0,16.0,1.0,64.0,fp32_cpu,depthwise,0.06017446517944336,0.06017446517944336,,1,
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,5.0,16.0,16.0,1.0,64.0,int8,dense,0.15699386596679688,0.15699386596679688,,1,
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,5.0,16.0,16.0,1.0,64.0,int8,depthwise,0.15525579452514648,0.15525579452514648,,1,
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,5.0,16.0,16.0,1.0,128.0,fp32,dense,0.15079736709594727,0.15079736709594727,,1,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn
nvidia_geforce_rtx_4060_laptop_gpu_rafael_predator_phn16_71,5.0,16.0,16.0,1.0,128.0,fp32,depthwise,0.023910999298095703,0.023910999298095703,,1,"void at::native::(anonymous namespace)::conv_depthwise2d_forward_kernel<5, float, int>(at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 4ul, at::DefaultPtrTraits, int>, at::GenericPackedTensorAccessor<float const, 1ul, at::DefaultPtrTraits, int>, bool, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
