model_name,mode,epochs,epochs_used,epochs_budget,best_val_top1,best_val_top5,final_val_top1,final_val_top5,best_val_loss,final_train_loss,fp32_top1,fp32_top5,fp32_loss,fp32_top1_top5_gap,int8_top1,int8_top5,int8_loss,int8_top1_top5_gap,quantization_drop_top1,fp32_size_mb,int8_size_mb,params_m,compression_ratio,fp32_gzip_mb,int8_gzip_mb,fp32_gzip_ratio,int8_gzip_ratio,param_efficiency_top1_per_m,macs,flops,fp32_latency_ms_per_image,fp32_throughput_img_per_s,int8_latency_ms_per_image,int8_throughput_img_per_s,avg_epoch_time_s,total_training_time_s,peak_gpu_mem_mb,avg_images_per_sec,avg_batch_time_s,avg_cpu_percent,avg_ram_used_mb,avg_gpu_power_w,avg_gpu_utilization_pct,avg_gpu_temp_c,total_gpu_energy_wh,fp32_ece,fp32_bs1_latency_ms_per_image,fp32_bs1_throughput_img_per_s,fp32_cpu_latency_ms_per_image,fp32_cpu_throughput_img_per_s,fp32_cpu_bs1_latency_ms_per_image,int8_ece,int8_bs1_latency_ms_per_image,int8_bs1_throughput_img_per_s,qat_top1,qat_top5,qat_ece,qat_best_val_top1,qat_best_val_top5,qat_best_epoch,qat_epochs_used,qat_epochs_budget,qat_total_training_time_s,qat_total_gpu_energy_wh,agreement_fp32_qat,agreement_fp32_int8,layer_stats_path
vgg13_fpga,fp32/qat_wino,87,98,100,50.53,74.59,50.24,74.29,2.789954858779907,1.7457880177674219,50.59632658958435,74.62674975395203,2.2160611152648926,24.030423164367676,,,,,,231.10154914855957,0.0,60.57012,,213.8397922515869,,1.080722847301796,,0.834239720839252,966205440,1932410880,0.1376200344413519,7266.38388123758,,,55.032181105174516,8191.804634319618,1316.08740234375,1718.197876358031,0.04335170974609438,4.704081632653059,5318.3056042729595,131.89042124064036,39.44340038775973,47.995652774030376,203.348646051926,0.03726302418932318,1.3512862380594015,740.0356577567992,4.969562932662666,201.22493940613109,13.729876928031445,,,,,,,,,,,,,,,,/home/users/rsdsouza/dnn_study/outputs/pcad/budget_unico/vgg13_fpga/results/vgg13_fpga_layer_stats.json
