model,precision,top1_%,top5_%,loss,params_M,size_MB
mobilenetv2,FP32,41.45255088806152,69.30891275405884,2.5513205528259277,2.480072,28.751802444458008
resnet18_tv,FP32,40.420857071876526,68.29761266708374,2.554948568344116,11.279112,129.20855903625488
alexnet_tv,FP32,15.198159217834473,38.463735580444336,3.896986246109009,57.82324,661.7539577484131
vgg_style,FP32,6.49421364068985,22.020870447158813,4.488163471221924,2.405288,27.58469009399414
alexnet_tv_INT8,INT8,18.89946758747101,42.903539538383484,3.6943771839141846,57.82324,55.33261299133301
vgg_style_INT8,INT8,7.575348764657974,22.977319359779358,4.429891109466553,2.405288,2.3767032623291016
