model_name,mode,epochs,epochs_used,epochs_budget,best_val_top1,best_val_top5,final_val_top1,final_val_top5,best_val_loss,final_train_loss,fp32_top1,fp32_top5,fp32_loss,fp32_top1_top5_gap,int8_top1,int8_top5,int8_loss,int8_top1_top5_gap,quantization_drop_top1,fp32_size_mb,int8_size_mb,params_m,compression_ratio,fp32_gzip_mb,int8_gzip_mb,fp32_gzip_ratio,int8_gzip_ratio,param_efficiency_top1_per_m,macs,flops,fp32_latency_ms_per_image,fp32_throughput_img_per_s,int8_latency_ms_per_image,int8_throughput_img_per_s,avg_epoch_time_s,total_training_time_s,peak_gpu_mem_mb,avg_images_per_sec,avg_batch_time_s,avg_cpu_percent,avg_ram_used_mb,avg_gpu_power_w,avg_gpu_utilization_pct,avg_gpu_temp_c,total_gpu_energy_wh,fp32_ece,fp32_bs1_latency_ms_per_image,fp32_bs1_throughput_img_per_s,fp32_cpu_latency_ms_per_image,fp32_cpu_throughput_img_per_s,fp32_cpu_bs1_latency_ms_per_image,int8_ece,int8_bs1_latency_ms_per_image,int8_bs1_throughput_img_per_s,qat_top1,qat_top5,qat_ece,qat_best_val_top1,qat_best_val_top5,qat_best_epoch,qat_epochs_used,qat_epochs_budget,qat_total_training_time_s,qat_total_gpu_energy_wh,agreement_fp32_qat,agreement_fp32_int8,layer_stats_path
vgg16_2x2,fp32/qat/int8,449,500,500,54.29,75.9,54.08,75.8,2.717584426879883,1.2117691136695243,54.263997077941895,75.95970630645752,2.276015043258667,21.695709228515625,48.29002916812897,67.72535443305969,2.655329942703247,19.435325264930725,5.973967909812927,484.1870975494385,121.35639381408691,126.911688,3.9897947057589196,450.5240411758423,98.44484996795654,1.074719778073857,1.2327348139957346,0.4277777788283771,740302976,1480605952,0.24341738391667606,4108.170024299945,3.46089767254889,288.9423769826507,88.56611620813578,60932.7473940216,2514.5185546875,1081.5242692352097,0.06346214423948635,14.7706,5584.3194140625,122.88626751115028,38.822425902877036,47.5889792742468,1465.24245435841,0.06353945492133498,4.449294211342931,224.7547481689618,6.563562994264066,152.35627369980384,20.689789863303304,0.09154264977835118,9.792222300544381,102.12186460926308,49.03421103954315,69.09114122390747,0.08866879715025423,49.09,69.01,94,100,100,9887.441396823153,386.3087639297185,0.6146,0.6089,/home/users/rsdsouza/dnn_study/outputs/pcad/phase_11_kernel_size_comparison/vgg16_2x2/results/vgg16_2x2_layer_stats.json
