model_name,mode,epochs,best_val_top1,best_val_top5,final_val_top1,final_val_top5,best_val_loss,final_train_loss,fp32_top1,fp32_top5,fp32_loss,fp32_top1_top5_gap,int8_top1,int8_top5,int8_loss,int8_top1_top5_gap,quantization_drop_top1,fp32_size_mb,int8_size_mb,params_m,compression_ratio,param_efficiency_top1_per_m,macs,flops,fp32_latency_ms_per_image,fp32_throughput_img_per_s,int8_latency_ms_per_image,int8_throughput_img_per_s,avg_epoch_time_s,total_training_time_s,peak_gpu_mem_mb
alexnet_3x3_gap,fp32/qat/int8,49,43.01,68.09,42.12,67.88,3.0423552303314207,2.943526051970329,42.16333329677582,68.0371344089508,2.512925148010254,25.873801112174988,42.62114465236664,67.45404005050659,2.519274950027466,24.832895398139954,-0.4578113555908203,26.37082862854004,2.2094764709472656,2.302984,11.93532901358941,18.675770218117016,166987776,333975552,0.6783241960220039,1474.2213323134376,16.11285412972793,62.062251165981685,121.63714542388917,6731.873970031738,132.96923828125
