model_name,mode,epochs,best_val_top1,best_val_top5,final_val_top1,final_val_top5,best_val_loss,final_train_loss,fp32_top1,fp32_top5,fp32_loss,fp32_top1_top5_gap,int8_top1,int8_top5,int8_loss,int8_top1_top5_gap,quantization_drop_top1,fp32_size_mb,int8_size_mb,params_m,compression_ratio,fp32_gzip_mb,int8_gzip_mb,fp32_gzip_ratio,int8_gzip_ratio,param_efficiency_top1_per_m,macs,flops,fp32_latency_ms_per_image,fp32_throughput_img_per_s,int8_latency_ms_per_image,int8_throughput_img_per_s,avg_epoch_time_s,total_training_time_s,peak_gpu_mem_mb,avg_images_per_sec,avg_batch_time_s,avg_cpu_percent,avg_ram_used_mb,avg_gpu_power_w,avg_gpu_utilization_pct,avg_gpu_temp_c,total_gpu_energy_wh
alexnet_fire_bypass,fp32/qat/int8,152,50.46,74.78,49.07,73.93,2.8077376361846924,2.6568840584409017,49.02653098106384,73.93628358840942,2.168710947036743,24.90975260734558,49.86463785171509,74.56404566764832,2.138960838317871,24.699407815933228,-0.8381068706512451,5.990506172180176,0.5543060302734375,0.516152,10.807218116001872,5.4549665451049805,0.46994686126708984,1.0981746858843273,1.179507888995992,97.761899595468,177670144,355340288,0.20052162231877446,4986.993364786736,0.8094956804066897,1235.3370428086796,34.04457764956303,5918.036756038666,402.37353515625,2650.33249909886,0.024213782112064743,8.003468208092489,5230.036217485549,94.00571133388155,18.384934236423888,44.05054254967254,153.66138185616867
