cluster_k,bits_per_weight,size_mb,top1,top5,top1_drop_pp
,32.0,,57.486581802368164,81.06884956359863,0.0
16.0,4.0,1.166290283203125,0.5130517296493053,2.737722545862198,56.97353007271886
32.0,5.0,1.4579086303710938,0.6073683500289917,2.783665247261524,56.87921345233917
64.0,6.0,1.7495880126953125,26.406949758529663,50.69000720977783,31.0796320438385
