cluster_k,bits_per_weight,size_mb,top1,top5,top1_drop_pp
,32.0,,48.92290234565735,74.23810958862305,0.0
16.0,4.0,0.1818695068359375,28.591105341911316,54.62080240249634,20.331797003746033
32.0,5.0,0.22738265991210938,45.840057730674744,71.68896198272705,3.082844614982605
64.0,6.0,0.27295684814453125,48.136329650878906,73.70626926422119,0.7865726947784424
