cluster_k,bits_per_weight,size_mb,top1,top5,top1_drop_pp
,32.0,,45.09536325931549,69.0783143043518,0.0
16.0,4.0,0.14756536483764648,5.436092987656593,17.457574605941772,39.6592702716589
32.0,5.0,0.1845024824142456,23.407727479934692,46.00616991519928,21.6876357793808
64.0,6.0,0.22150063514709473,40.38403630256653,65.14557600021362,4.711326956748962
