cluster_k,bits_per_weight,size_mb,top1,top5,top1_drop_pp
,32.0,,51.15624666213989,75.42902827262878,0.0
16.0,4.0,0.24471282958984375,32.50655233860016,58.767545223236084,18.649694323539734
32.0,5.0,0.3059368133544922,43.101221323013306,68.64263415336609,8.055025339126587
64.0,6.0,0.3672218322753906,50.517094135284424,74.90931749343872,0.6391525268554688
