cluster_k,bits_per_weight,size_mb,top1,top5,top1_drop_pp
,32.0,,50.544434785842896,74.8999834060669,0.0
16.0,4.0,0.24471282958984375,37.775346636772156,64.68462347984314,12.76908814907074
32.0,5.0,0.3059368133544922,42.76980757713318,68.78362894058228,7.774627208709717
64.0,6.0,0.3672218322753906,50.230854749679565,74.35551285743713,0.3135800361633301
