cluster_k,bits_per_weight,size_mb,top1,top5,top1_drop_pp
,32.0,,51.23028755187988,74.92502331733704,0.0
16.0,4.0,0.330963134765625,15.441225469112396,35.16723811626434,35.78906208276749
32.0,5.0,0.41374969482421875,43.18321943283081,68.37496161460876,8.047068119049072
64.0,6.0,0.4965972900390625,49.88031983375549,74.49724078178406,1.3499677181243896
